task_number,average_return,average_return_lo,average_return_up
0,0.6756920631740375,0.5726726464546396,0.7787114798934355
1,0.8316210008295846,0.7828876743225885,0.8803543273365806
2,0.946764736402601,0.8912839404890875,1.0022455323161144
3,0.7708793816591205,0.7149674678101995,0.8267912955080415
4,0.8316210008295846,0.7828876743225885,0.8803543273365806
5,0.8072734821374864,0.7599669300588341,0.8545800342161387
6,0.8101269806547051,0.7626532124105301,0.8576007488988802
7,0.8072734821374864,0.7599669300588341,0.8545800342161387
8,0.946764736402601,0.8912839404890875,1.0022455323161144
9,0.946764736402601,0.8912839404890875,1.0022455323161144
10,0.946764736402601,0.8912839404890875,1.0022455323161144
11,0.8101269806547051,0.7626532124105301,0.8576007488988802
12,0.7708793816591205,0.7149674678101995,0.8267912955080415
13,0.7708793816591205,0.7149674678101995,0.8267912955080415
14,0.7708793816591205,0.7149674678101995,0.8267912955080415
15,0.8101269806547051,0.7626532124105301,0.8576007488988802
16,0.7708793816591205,0.7149674678101995,0.8267912955080415
17,0.8072734821374864,0.7599669300588341,0.8545800342161387
18,0.8316210008295846,0.7828876743225885,0.8803543273365806
19,0.946764736402601,0.8912839404890875,1.0022455323161144
20,0.8101269806547051,0.7626532124105301,0.8576007488988802
21,0.8072734821374864,0.7599669300588341,0.8545800342161387
22,0.8316210008295846,0.7828876743225885,0.8803543273365806
23,0.8101269806547051,0.7626532124105301,0.8576007488988802
24,0.8316210008295846,0.7828876743225885,0.8803543273365806
25,0.8101269806547051,0.7626532124105301,0.8576007488988802
26,0.8316210008295846,0.7828876743225885,0.8803543273365806
27,0.946764736402601,0.8912839404890875,1.0022455323161144
28,0.8072734821374864,0.7599669300588341,0.8545800342161387
29,0.946764736402601,0.8912839404890875,1.0022455323161144
30,0.8101269806547051,0.7626532124105301,0.8576007488988802
31,0.8101269806547051,0.7626532124105301,0.8576007488988802
32,0.8072734821374864,0.7599669300588341,0.8545800342161387
33,0.8316210008295846,0.7828876743225885,0.8803543273365806
34,0.946764736402601,0.8912839404890875,1.0022455323161144
35,0.8316210008295846,0.7828876743225885,0.8803543273365806
36,0.8072734821374864,0.7599669300588341,0.8545800342161387
37,0.8316210008295846,0.7828876743225885,0.8803543273365806
38,0.8316210008295846,0.7828876743225885,0.8803543273365806
39,0.7708793816591205,0.7149674678101995,0.8267912955080415
40,0.8072734821374864,0.7599669300588341,0.8545800342161387
41,0.8316210008295846,0.7828876743225885,0.8803543273365806
42,0.8072734821374864,0.7599669300588341,0.8545800342161387
43,0.946764736402601,0.8912839404890875,1.0022455323161144
44,0.8072734821374864,0.7599669300588341,0.8545800342161387
45,0.946764736402601,0.8912839404890875,1.0022455323161144
46,0.946764736402601,0.8912839404890875,1.0022455323161144
47,0.8316210008295846,0.7828876743225885,0.8803543273365806
48,0.7708793816591205,0.7149674678101995,0.8267912955080415
49,0.946764736402601,0.8912839404890875,1.0022455323161144
